id,name,set,card_id,image_uris
69,"Thieving Otter",iko,07f84b0a-37d9-4b0f-8d75-1fab45a12d44,eld/iko-69-thieving-otter.jpg
70,"Voracious Greatshark",iko,1400155f-8911-45fd-aab2-998c8a28292c,eld/iko-70-voracious-greatshark.jpg
71,"Wingfold Pteron",iko,11e21a5f-fae7-4488-9463-f0af6e4c5233,eld/iko-71-wingfold-pteron.jpg
72,"Wingspan Mentor",iko,89348a02-29f6-40b9-b39f-cb5f8c230a02,eld/iko-72-wingspan-mentor.jpg
73,"Bastion of Remembrance",iko,2dd354dd-939e-4b1a-8ed6-fe89a7fd64bf,eld/iko-73-bastion-of-remembrance.jpg
74,"Blitz Leech",iko,7d9b5bde-a851-480b-b45e-d384fd1c11bb,eld/iko-74-blitz-leech.jpg
75,"Blood Curdle",iko,4184c851-1419-476c-ba9c-9f0cb1137114,eld/iko-75-blood-curdle.jpg
76,"Boot Nipper",iko,cff5a5b8-f823-4429-acd8-c4f34a676cb4,eld/iko-76-boot-nipper.jpg
77,"Bushmeat Poacher",iko,cc01faf4-fabb-40c9-a1d6-359280535f91,eld/iko-77-bushmeat-poacher.jpg
78,"Call of the Death-Dweller",iko,37e34017-0aeb-4a93-9edf-596bf3597a0e,eld/iko-78-call-of-the-death-dweller.jpg
79,"Cavern Whisperer",iko,64ae7651-4a5c-41f3-b528-41b9b0f2e5d8,eld/iko-79-cavern-whisperer.jpg
80,"Chittering Harvester",iko,d51a0700-d4d3-4b7e-bdb5-6cd913c948d9,eld/iko-80-chittering-harvester.jpg
81,"Corpse Churn",iko,a1c0c764-791d-4181-8f7a-147554d97d97,eld/iko-81-corpse-churn.jpg
82,"Dark Bargain",iko,6ef6f861-90ef-4e1d-9f17-1dd306e7d0af,eld/iko-82-dark-bargain.jpg
83,"Dead Weight",iko,ecf18476-f67b-46e6-905c-e6808981c58a,eld/iko-83-dead-weight.jpg
84,"Dirge Bat",iko,59677c76-8148-4b6f-95b0-0e3ccf137a3f,eld/iko-84-dirge-bat.jpg
85,"Durable Coilbug",iko,a0cbdfb6-c029-440f-bc07-c95e03c20110,eld/iko-85-durable-coilbug.jpg
86,"Duskfang Mentor",iko,fc38fe5d-6c35-4fff-8f1b-726a0685c6f8,eld/iko-86-duskfang-mentor.jpg
87,"Easy Prey",iko,312fb6e4-1eb1-4fbb-b7a4-125829a6e96a,eld/iko-87-easy-prey.jpg
88,"Extinction Event",iko,8725a869-462b-4381-880a-b4bcc63a655b,eld/iko-88-extinction-event.jpg
89,"Gloom Pangolin",iko,3f135dd7-2a4f-4c83-9a90-76bcab3cc33d,eld/iko-89-gloom-pangolin.jpg
90,Grimdancer,iko,819257c8-9806-48bd-ba49-e117ca31de54,eld/iko-90-grimdancer.jpg
91,"Heartless Act",iko,e4e6794a-feeb-4fc8-a2ee-38c75c18aaae,eld/iko-91-heartless-act.jpg
92,"Hunted Nightmare",iko,5f2dddce-583e-4af3-b144-a60dd268e84f,eld/iko-92-hunted-nightmare.jpg
93,"Insatiable Hemophage",iko,70419590-2e0d-4232-b596-a5359b284647,eld/iko-93-insatiable-hemophage.jpg
94,"Lurking Deadeye",iko,43925a8d-dd02-4907-929e-c015d678bb49,eld/iko-94-lurking-deadeye.jpg
95,"Memory Leak",iko,3b45a493-a1c2-430e-a45c-abc1ba554877,eld/iko-95-memory-leak.jpg
96,"Mutual Destruction",iko,85ac0b25-80bf-4871-a6f6-5cf4d5b9496e,eld/iko-96-mutual-destruction.jpg
97,"Mythos of Nethroi",iko,6abc24e1-e721-471a-9efd-547f320675b0,eld/iko-97-mythos-of-nethroi.jpg
98,"Nightsquad Commando",iko,80306d10-0da7-4ee7-b975-ef6c9b535a2a,eld/iko-98-nightsquad-commando.jpg
99,"Serrated Scorpion",iko,bc8f0242-35e1-4409-9321-56e742e8fef4,eld/iko-99-serrated-scorpion.jpg
100,"Suffocating Fumes",iko,66b562e4-35df-4aee-848d-ceb4204bbe58,eld/iko-100-suffocating-fumes.jpg
101,"Unbreakable Bond",iko,c9da02a1-7b39-4a0e-8466-6512a02f3e3b,eld/iko-101-unbreakable-bond.jpg
102,"Unexpected Fangs",iko,aa6494ad-a35e-4b09-8623-7740f3c20b0b,eld/iko-102-unexpected-fangs.jpg
103,"Unlikely Aid",iko,bac3409e-7c24-43b0-9956-5f0cdeae6468,eld/iko-103-unlikely-aid.jpg
104,"Void Beckoner",iko,a1523cda-c47d-4419-a5d3-fd6ed9867c56,eld/iko-104-void-beckoner.jpg
105,"Whisper Squad",iko,097eeb32-cfd5-4adb-ac30-d7762e6ea48f,eld/iko-105-whisper-squad.jpg
106,"Zagoth Mamba",iko,ce945f7e-ded9-4819-9313-d50d3aad40fa,eld/iko-106-zagoth-mamba.jpg
107,"Blazing Volley",iko,3adc0288-acdf-4a99-9bfb-919cae1aeb69,eld/iko-107-blazing-volley.jpg
108,"Blisterspit Gremlin",iko,4ec65b97-d5c0-4609-8a60-3c4daa3e59c1,eld/iko-108-blisterspit-gremlin.jpg
109,"Blitz of the Thunder-Raptor",iko,a0174556-9f9b-4756-84ca-d14a5a60720c,eld/iko-109-blitz-of-the-thunder-raptor.jpg
110,"Cathartic Reunion",iko,43d93cfd-06d1-4c6a-87f6-9b6eaa2a995f,eld/iko-110-cathartic-reunion.jpg
111,"Clash of Titans",iko,ca10e2b8-a317-4c98-a866-43bf274e82cb,eld/iko-111-clash-of-titans.jpg
112,Cloudpiercer,iko,3ec5f005-d8fb-48b8-8ac5-74445cc83273,eld/iko-112-cloudpiercer.jpg
113,"Drannith Stinger",iko,612ee4be-e7a2-423c-a37c-7c6ca97f630e,eld/iko-113-drannith-stinger.jpg
114,"Everquill Phoenix",iko,3953157f-2deb-4ab7-b4b3-592ebb7c7a9c,eld/iko-114-everquill-phoenix.jpg
115,"Ferocious Tigorilla",iko,5976e8d8-5122-4423-b3eb-61170390ad7a,eld/iko-115-ferocious-tigorilla.jpg
116,"Fire Prophecy",iko,4c2029e5-cf7d-461f-b7b9-bf96399d8f49,eld/iko-116-fire-prophecy.jpg
117,"Flame Spill",iko,b3090004-d7dd-47bc-92e5-977be4fd9ae5,eld/iko-117-flame-spill.jpg
118,"Footfall Crater",iko,f1b75aac-54e3-4181-bac5-5a142757ec05,eld/iko-118-footfall-crater.jpg
119,"Forbidden Friendship",iko,e634baa3-2cdd-412a-9407-c347fe46f9b8,eld/iko-119-forbidden-friendship.jpg
120,"Frenzied Raptor",iko,5fb22ac0-3863-4165-8c93-f2ec1775474f,eld/iko-120-frenzied-raptor.jpg
121,"Frillscare Mentor",iko,24c7d034-6403-41e2-9e44-4d58ef54cf10,eld/iko-121-frillscare-mentor.jpg
122,"Go for Blood",iko,67315df9-99a1-45ba-8ade-ddc476368a86,eld/iko-122-go-for-blood.jpg
123,"Heightened Reflexes",iko,4f7cc8e7-3002-4ee0-869f-931438d8362d,eld/iko-123-heightened-reflexes.jpg
124,"Lava Serpent",iko,00ebd57f-7f7c-41b0-aa56-511c1816bc14,eld/iko-124-lava-serpent.jpg
125,"Lukka, Coppercoat Outcast",iko,5798fdf0-d178-43d9-b821-8f3f654654b4,eld/iko-125-lukka-coppercoat-outcast.jpg
126,"Momentum Rumbler",iko,3587f450-c1ba-4074-84bb-47978a2b6116,eld/iko-126-momenmtum-rumbler.jpg
127,"Mythos of Vadrok",iko,2bbe99a7-3b58-4f23-bf86-e1e35b0bec2e,eld/iko-127-mythos-of-vadrok.jpg
128,Porcuparrot,iko,856892c8-ba47-46d0-aec2-0416b55b9e88,eld/tc20-128-porcuparrot.jpg
129,"Prickly Marmoset",iko,bad8512f-31b9-48ba-bb10-1497303dcfba,eld/iko-129-prickly-marmoset.jpg
130,Pyroceratops,iko,f6599645-dbb5-4174-bd26-8556af6d89c3,eld/iko-130-pyroceratops.jpg
131,"Raking Claws",iko,6eb0d9a2-f9bb-4d8e-a1ca-896c42f8ad56,eld/iko-131-raking-claws.jpg
132,"Reptilian Reflection",iko,7871b4dd-9085-4a3f-a1ae-9a292f73689b,eld/iko-132-reptillian-reflection.jpg
133,"Rooting Moloch",iko,cc2fd581-5cf8-4154-90dd-922afddcd556,eld/iko-133-rooting-moloch.jpg
134,"Rumbling Rockslide",iko,96f9aaa7-11c7-4cd0-9803-9471c14ab846,eld/iko-134-rumbling-rockslide.jpg
135,"Sanctuary Smasher",iko,cc634c10-42c5-4bdc-bc22-f862ae285492,eld/iko-135-sanctuary-smasher.jpg
136,"Shredded Sails",iko,8b10219a-aa72-4431-9a6a-984109a605c8,eld/iko-136-shredded-sails.jpg
137,"Spelleater Wolverine",iko,a5f03ffd-dcdb-441c-8dfc-4fe06a289b22,eld/iko-137-spelleater-wolverine.jpg
138,"Tentative Connection",iko,5c40fd33-bb95-48f3-a10f-a33eb27c48f1,eld/iko-138-tentative-connection.jpg
139,"Unpredictable Cyclone",iko,3a0462f6-a027-43c0-8e01-c0591d9a45d9,eld/iko-139-unpredictable-cyclone.jpg
140,"Weaponize the Monsters",iko,68bba622-a0ab-4c0e-88b1-9120690ea5a0,eld/iko-140-weaponize-the-monsters.jpg
141,"Yidaro, Wandering Monster",iko,b540c7c6-5b9e-4606-ac84-e583a62a3647,eld/iko-141-yidaro-wandering-monster.jpg
142,"Adventurous Impulse",iko,30811fb2-5767-4106-9a8d-6091f61969c6,eld/iko-142-adventurous-impulse.jpg
143,"Almighty Brushwagg",iko,71f2b7ac-8742-468d-b6a3-87881cb522ff,eld/iko-143-almighty-brushwagg.jpg
144,"Auspicious Starrix",iko,a39ae1e4-d4dd-4691-af5a-5fa25ace4ebe,eld/iko-144-auspicious-starrix.jpg
145,"Barrier Breach",iko,822f8403-77a7-4e75-88af-60d604632f5d,eld/iko-145-barrier-breach.jpg
146,"Bristling Boar",iko,c3c3243c-e9af-4b7d-8296-f7714436e571,eld/iko-146-bristling-boar.jpg
147,"Charge of the Forever-Beast",iko,4bf147a6-2282-4120-9cbd-d0309fc9b02b,eld/iko-147-charge-of-the-forever-beast.jpg
148,Colossification,iko,7b6e6f2a-5015-44c6-aa8d-85188494d1a6,eld/iko-148-colossification.jpg
149,"Essence Symbiote",iko,8d09ddf0-91f0-4e76-809f-c39ca7418ed5,eld/iko-149-essence-symbiote.jpg
150,"Excavation Mole",iko,3a1712dc-8f4c-407f-83ea-3a1c59c437d1,eld/iko-150-excavation-mole.jpg
151,"Exuberant Wolfbear",iko,8c8ff0da-fbe3-4c95-bc39-c975c55b6aea,eld/iko-151-exuberant-wolfbear.jpg
152,Fertilid,iko,9c6b39b9-0615-4899-8de2-b579d5b12f1c,eld/iko-152-fertilid.jpg
153,"Flycatcher Giraffid",iko,1988e220-d746-46e4-a534-164203e63c14,eld/iko-153-flycatcher-giraffid.jpg
154,"Fully Grown",iko,0b683d3f-025c-4b8d-89d7-3513488649d5,eld/iko-154-fully-grown.jpg
155,Gemrazer,iko,0095245c-a30e-4e2a-88c9-632c678e9f03,eld/iko-155-gemrazer.jpg
156,"Glowstone Recluse",iko,06a9698d-400c-4c31-82cd-28d0897fe28c,eld/iko-156-glowstone-recluse.jpg
157,"Greater Sandwurm",iko,d90c5650-7eb2-480a-856e-a04406096830,eld/iko-157-greater-sandwurm.jpg
158,"Honey Mammoth",iko,84b9bee2-b973-4de7-b72d-7f36f8e8153c,eld/iko-158-honey-mammoth.jpg
159,"Hornbash Mentor",iko,d47d2596-a321-44c0-a9f6-87bf80abc1c4,eld/iko-159-hornbash-mentor.jpg
160,"Humble Naturalist",iko,8f56705d-eb64-4cef-b716-edbeac60bf79,eld/iko-160-humble-naturalist.jpg
161,"Ivy Elemental",iko,8e8aea71-02aa-4799-86fb-efd2a36efc22,eld/iko-161-ivy-elemental.jpg
162,"Kogla, the Titan Ape",iko,3c35ca79-eb72-427a-a8ed-404b2214389a,eld/iko-162-kogla-the-titan-ape.jpg
163,"Lead the Stampede",iko,9e76b676-c7a3-4de6-a78d-3059a0df83f2,eld/iko-163-lead-the-stampede.jpg
164,"Migration Path",iko,d345ca63-16a3-4988-93f5-d0e00e8d6ab0,eld/iko-164-migration-path.jpg
165,"Migratory Greathorn",iko,6a2a287b-b83f-444f-84f7-e388beb616c2,eld/iko-165-migratory-greathorn.jpg
166,"Monstrous Step",iko,893f300b-a823-4156-90f2-0636e9f499b0,eld/iko-166-monstrous-step.jpg
167,"Mosscoat Goriak",iko,c23139d4-0db5-4683-8d49-f4600fbe29e2,eld/iko-167-mosscoat-goriak.jpg
168,"Mythos of Brokkos",iko,fa4fc5b1-6666-4c60-898f-f927212c7923,eld/iko-168-mythos-of-brokkos.jpg
169,Plummet,iko,d884b2f2-946e-4d5d-b8cf-ef035726a188,eld/iko-169-plummet.jpg
170,"Ram Through",iko,ac0b24e7-14e7-45ee-b5d8-bdb8674b669c,eld/iko-170-ram-through.jpg
171,"Sudden Spinnerets",iko,3730996a-96d2-4311-a4dc-0045a2f8ccc9,eld/iko-171-sudden-spinnerets.jpg
172,"Survivors' Bond",iko,530ff2a1-6447-4653-a661-d9a39156d6fa,eld/iko-172-survivor-s-bond.jpg
173,"Thwart the Enemy",iko,a7101f35-d8c9-4320-bffc-8bb25000d103,eld/iko-173-thwart-the-enemy.jpg
174,"Titanoth Rex",iko,9d02e1e8-b85b-4e26-8ab8-ca2f49d05b88,eld/iko-174-titanoth-rex.jpg
175,"Vivien, Monsters' Advocate",iko,504ebb84-7e7b-4119-a128-a9c183c5d9de,eld/iko-175-vivien-monsters-advocate.jpg
176,Wilt,iko,55987bab-c24f-4261-b97e-f0ad4474b0a0,eld/iko-176-wilt.jpg
177,"Back for More",iko,3fc7210c-da23-4cec-9195-4de75587f40f,eld/iko-177-back-for-more.jpg
178,"Boneyard Lurker",iko,37e4df5b-ec53-4f8a-8c26-272b3177c0a6,eld/iko-178-boneyard-lurker.jpg
179,"Brokkos, Apex of Forever",iko,c9f07625-fbd8-4581-8568-eb3cfb2a4c1e,eld/iko-179-brokkos-apex-of-forever.jpg
180,"Channeled Force",iko,8918d24e-8ae8-4028-9f06-ba6fafcc717e,eld/iko-180-channeled-force.jpg
181,"Chevill, Bane of Monsters",iko,fecbf0a3-ebe1-43b6-a720-462ba19002eb,eld/iko-181-chevill-bane-of-monsters.jpg
182,"Death's Oasis",iko,112e2cca-bae7-4296-9514-e6058f4b38a5,eld/iko-182-death-s-oasis.jpg
183,"Dire Tactics",iko,e0e3974e-3753-4f25-8930-6d96b40332ce,eld/iko-183-dire-tactics.jpg
184,"Eerie Ultimatum",iko,3a9fb2db-228f-4d48-acdf-6330baf356c7,eld/iko-184-eerie-ultimatum.jpg
185,"Emergent Ultimatum",iko,3a6a52ab-6d38-4429-9969-90064e615152,eld/iko-185-emergent-ultimatum.jpg
186,"Frondland Felidar",iko,ab220695-e1a9-45ec-a1b1-5a82c9c90a03,eld/iko-186-frondland-felidar.jpg
187,"General Kudro of Drannith",iko,2c3227ae-0c72-478a-a6dd-661aaf718038,eld/iko-187-general-kudro-of-drannith.jpg
188,"General's Enforcer",iko,f6a45d0e-582a-4ec1-b83b-71b6a0ff6249,eld/iko-188-general-s-enforcer.jpg
189,"Genesis Ultimatum",iko,556dfe7a-43e8-4801-ad79-89ab2148eca6,eld/iko-189-genesis-ultimatum.jpg
190,"Illuna, Apex of Wishes",iko,9fc99c81-d112-4811-9bba-77a14d904692,eld/iko-190-illuna-apex-of-wishes.jpg
191,"Inspired Ultimatum",iko,dd64f064-8f05-41ef-b95b-1b723137f846,eld/iko-191-inspired-ultimatum.jpg
192,"Kinnan, Bonder Prodigy",iko,63cda4a0-0dff-4edb-ae67-a2b7e2971350,eld/iko-192-kinnan-bonder-prodigy.jpg
193,"Labyrinth Raptor",iko,c608543d-cb60-44c3-a437-e4a18c311420,eld/iko-193-labyrinth-raptor.jpg
194,"Lore Drakkis",iko,83e035ca-eccd-4b63-817c-f2c676b9c98d,eld/iko-194-lore-drakkis.jpg
195,"Narset of the Ancient Way",iko,fa7b28d8-b835-44a0-978d-cadfd392fff5,eld/iko-195-narset-of-the-ancient-way.jpg
196,Necropanther,iko,2e1ed055-8988-4625-9d57-8ce8a4e04aea,eld/iko-196-necropanther.jpg
197,"Nethroi, Apex of Death",iko,8ca6eb5a-8bc9-4091-bcfb-b207f0afd188,eld/iko-197-nethroi-apex-of-death.jpg
198,"Offspring's Revenge",iko,78619ffb-f514-4f9f-9d77-3ab49e045f7c,eld/iko-198-offspring-s-revenge.jpg
199,Parcelbeast,iko,610bb98c-d66a-44cc-92e2-a80d700b59e4,eld/iko-199-parcelbeast.jpg
200,"Primal Empathy",iko,034e0afb-7787-4cb8-8bb4-cf6997dbf7e4,eld/iko-200-primal-empathy.jpg
201,"Quartzwood Crasher",iko,c8e4c609-19c9-433b-a852-7999e375ee4f,eld/iko-201-quartzwood-crusher.jpg
202,"Regal Leosaur",iko,b6fdf313-740b-4976-911f-9fb5eb54afce,eld/iko-202-regal-leosaur.jpg
203,"Rielle, the Everwise",iko,5f03c944-1929-4cb2-a373-d57eefa29ed1,eld/iko-203-rielle-the-everwise.jpg
204,"Ruinous Ultimatum",iko,50c1d6ca-7789-46b5-bc89-85cc3915cb85,eld/iko-204-ruinous-ultimatum.jpg
205,"Savai Thundermane",iko,73d3925c-cf7d-4546-bc70-33f04d4b7566,eld/iko-205-savai-thundermane.jpg
206,"Skull Prophet",iko,2f5ec787-79f6-4922-a0f7-debde8f7a4be,eld/iko-206-skull-prophet.jpg
207,"Skycat Sovereign",iko,6209dbfd-b765-44c5-b3ad-94f6e0705926,eld/iko-207-skycat-sovereign.jpg
208,Slitherwisp,iko,8067f195-8b6e-4329-a34e-43e52f67c571,eld/iko-208-slitherwisp.jpg
209,"Snapdax, Apex of the Hunt",iko,51fdeeb7-9868-4fc2-9c53-806244cd5488,eld/iko-209-snapdax-apex-of-the-hunt.jpg
210,"Song of Creation",iko,b7320233-1c83-4f61-8c08-cc8361867256,eld/iko-210-song-of-creation.jpg
211,"Sprite Dragon",iko,281f6118-adb8-4a7d-9c77-5570f3399e6e,eld/iko-211-sprite-dragon.jpg
212,"Titans' Nest",iko,75d4e6f3-73cb-4799-bcb9-c1f5bc234a02,eld/iko-212-titans-nest.jpg
213,"Trumpeting Gnarr",iko,063a95ee-3fda-436f-9ff8-de80cc874dde,eld/iko-213-trumpeting-gnarr.jpg
214,"Vadrok, Apex of Thunder",iko,ed7b0256-d342-4523-9516-6a007bf51825,eld/iko-214-vadrok-apex-of-thunder.jpg
215,"Whirlwind of Thought",iko,d0699cbc-b499-44a6-82e1-631491aaaec6,eld/iko-215-whirlwind-of-thought.jpg
216,"Winota, Joiner of Forces",iko,5dd13a6c-23d3-44ce-a628-cb1c19d777c4,eld/iko-216-winota-joiner-of-forces.jpg
217,"Zenith Flare",iko,0efac1ed-3f01-487c-86be-8239568b4425,eld/iko-217-zenith-flare.jpg
218,"Alert Heedbonder",iko,15a2ccae-c322-4e99-a094-a68fc5d52ea3,eld/iko-218-alert-heelbonder.jpg
219,"Cunning Nightbonder",iko,adb202e7-f9a4-4785-840d-18aa6aa663b4,eld/iko-219-cunning-nightbonder.jpg
220,"Fiend Artisan",iko,6cd9d800-6d31-42e2-87d2-772db0ff95ed,eld/iko-220-fiend-artisan.jpg
221,"Gyruda, Doom of Depths",iko,97eb1804-6fd8-4917-af36-87fdfce39d3a,eld/iko-221-gyruda-doom-of-depths.jpg
